# Coefficients of wavefunction for ikpt=1	iband=1
0 0 0	-0.7426775693893433	0.23997445404529572	
1 0 0	0.05013212189078331	-0.016198722645640373	
2 0 0	-0.0016503110527992249	0.0005332495784386992	
3 0 0	0.0006489228107966483	-0.00020968035096302629	
4 0 0	9.265265543945134e-05	-2.993798625539057e-05	
-4 0 0	9.265265543945134e-05	-2.993798625539057e-05	
-3 0 0	0.0006489228107966483	-0.00020968035096302629	
-2 0 0	-0.0016503110527992249	0.0005332495784386992	
-1 0 0	0.05013212189078331	-0.016198722645640373	
0 1 0	0.05013212934136391	-0.01619872637093067	
1 1 0	-0.0024079354479908943	0.000778053654357791	
2 1 0	-0.000564825430046767	0.0001825067593017593	
3 1 0	-2.3102591512724757e-05	7.464924237865489e-06	
-4 1 0	-2.3097030862118118e-05	7.4631275310821366e-06	
-3 1 0	-0.0005648251390084624	0.0001825066574383527	
-2 1 0	-0.00240803649649024	0.0007780863088555634	
-1 1 0	0.05013386905193329	-0.01619928702712059	
0 2 0	-0.0016503119841217995	0.0005332498694770038	
1 2 0	-0.0005648251390084624	0.00018250667199026793	
2 2 0	6.229296559467912e-05	-2.0128141841269098e-05	
-4 2 0	6.22635634499602e-05	-2.0118643078603782e-05	
-3 2 0	-0.0005647988291457295	0.00018249817367177457	
-2 2 0	-0.0016504566883668303	0.0005332966102287173	
-1 2 0	-0.0024080376606434584	0.0007780867163091898	
0 3 0	0.0006489228690043092	-0.00020968038006685674	
1 3 0	-2.3102600607671775e-05	7.464927421096945e-06	
-4 3 0	-2.3098635210772045e-05	7.463645943062147e-06	
-3 3 0	0.0006489190272986889	-0.00020967914315406233	
-2 3 0	-0.0005647989455610514	0.0001824981882236898	
-1 3 0	-0.0005648249061778188	0.0001825065992306918	
0 4 0	9.265264088753611e-05	-2.9937982617411762e-05	
-4 4 0	9.266236884286627e-05	-2.9941124012111686e-05	
-3 4 0	-2.3098646124708466e-05	7.463649581040954e-06	
-2 4 0	6.226359982974827e-05	-2.0118653992540203e-05	
-1 4 0	-2.309705268999096e-05	7.463134807039751e-06	
0 -4 0	9.265264088753611e-05	-2.9937982617411762e-05	
1 -4 0	-2.309705268999096e-05	7.463134807039751e-06	
2 -4 0	6.226359982974827e-05	-2.0118653992540203e-05	
3 -4 0	-2.3098646124708466e-05	7.463649581040954e-06	
4 -4 0	9.266236884286627e-05	-2.9941124012111686e-05	
0 -3 0	0.0006489228690043092	-0.00020968038006685674	
1 -3 0	-0.0005648249061778188	0.0001825065992306918	
2 -3 0	-0.0005647989455610514	0.0001824981882236898	
3 -3 0	0.0006489190272986889	-0.00020967914315406233	
4 -3 0	-2.3098635210772045e-05	7.463645943062147e-06	
-1 -3 0	-2.3102600607671775e-05	7.464927421096945e-06	
0 -2 0	-0.0016503119841217995	0.0005332498694770038	
1 -2 0	-0.0024080376606434584	0.0007780867163091898	
2 -2 0	-0.0016504566883668303	0.0005332966102287173	
3 -2 0	-0.0005647988291457295	0.00018249817367177457	
4 -2 0	6.22635634499602e-05	-2.0118643078603782e-05	
-2 -2 0	6.229296559467912e-05	-2.0128141841269098e-05	
-1 -2 0	-0.0005648251390084624	0.00018250667199026793	
0 -1 0	0.05013212934136391	-0.01619872637093067	
1 -1 0	0.05013386905193329	-0.01619928702712059	
2 -1 0	-0.00240803649649024	0.0007780863088555634	
3 -1 0	-0.0005648251390084624	0.0001825066574383527	
4 -1 0	-2.3097030862118118e-05	7.4631275310821366e-06	
-3 -1 0	-2.3102591512724757e-05	7.464924237865489e-06	
-2 -1 0	-0.000564825430046767	0.0001825067593017593	
-1 -1 0	-0.0024079354479908943	0.000778053654357791	
0 0 1	-0.41599974036216736	0.13441810011863708	
1 0 1	0.034703321754932404	-0.011213359422981739	
2 0 1	-0.0015848635230213404	0.0005121020949445665	
3 0 1	0.0005609437939710915	-0.00018125251517631114	
4 0 1	9.118963498622179e-05	-2.9465252737281844e-05	
-4 0 1	9.118962043430656e-05	-2.9465249099303037e-05	
-3 0 1	0.0005609437939710915	-0.00018125252972822636	
-2 0 1	-0.0015848635230213404	0.0005121020949445665	
-1 0 1	0.034703321754932404	-0.011213359422981739	
0 1 1	0.034703329205513	-0.011213362216949463	
1 1 1	-0.001268979860469699	0.0004100335936527699	
2 1 1	-0.0005167215131223202	0.00016696337843313813	
3 1 1	-1.0097004633280449e-05	3.2625507628836203e-06	
-4 1 1	-1.0092179763887543e-05	3.260991661591106e-06	
-3 1 1	-0.000516720931045711	0.0001669632038101554	
-2 1 1	-0.001269063213840127	0.0004100605146959424	
-1 1 1	0.034704603254795074	-0.011213773861527443	
0 2 1	-0.0015848643379285932	0.0005121023859828711	
1 2 1	-0.0005167212220840156	0.000166963305673562	
2 2 1	3.064193151658401e-05	-9.901040357362945e-06	
-4 2 1	3.0614730349043384e-05	-9.892251000565011e-06	
-3 2 1	-0.0005166983464732766	0.00016695589874871075	
-2 2 1	-0.0015849845949560404	0.0005121412104927003	
-1 2 1	-0.0012690642615780234	0.0004100608639419079	
0 3 1	0.0005609438521787524	-0.0001812525442801416	
1 3 1	-1.0097010999743361e-05	3.262552581873024e-06	
-4 3 1	-1.009375773719512e-05	3.26150143337145e-06	
-3 3 1	0.0005609405343420804	-0.0001812514674384147	
-2 3 1	-0.0005166984628885984	0.00016695594240445644	
-1 3 1	-0.0005167208146303892	0.0001669631601544097	
0 4 1	9.118962043430656e-05	-2.9465249099303037e-05	
-4 4 1	9.119913738686591e-05	-2.946832319139503e-05	
-3 4 1	-1.009376319416333e-05	3.2615032523608534e-06	
